root_id	root_raw	root_normalized	radical_1	radical_2	radical_3	radical_4	radical_5	root_length	traditional_class	traditional_class_raw	r1_is_nun	r1_is_yod	r1_is_waw	r1_is_alef	r2_is_yod	r2_is_waw	r3_is_he	r3_is_yod	r3_is_alef	rfinal_is_he	r1_is_guttural	r2_is_guttural	r3_is_guttural	has_resh	is_geminate	is_reduplicated_quadriliteral	has_weak_radical	structural_signature	structural_class	sc_strong	sc_final_he	sc_hollow_candidate	sc_initial_nun	sc_initial_yod_waw	sc_geminate	sc_guttural_containing	sc_quadriliteral	root_orthographic	orthographic_root_group_id	n_lexemes	binyanim	source_primary	source_ids	confidence	quality_tier	quality_flags
RT-ab45e88677	{{שרש|בלס א|ב־ל־ס <small>א</small>}}, שלמים	בלס	ב	ל	ס			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בלס	RG-ab45e88677	2	PAAL|PIEL	hewiktionary	wikt:conj:p12484:r270017:t0:פיעל עבר|wikt:conj:p12484:r270017:t0:קל עבר|wikt:entry:p6221:r516966:o1658:t0|wikt:entry:p6221:r516966:o2104:t0|wikt:entry:p6221:r516966:o9:t0	0.992	SILVER	
RT-0b5d34ef0b	{{שרש3|צ|ה|ב|}}	צהב	צ	ה	ב			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	C.H.C	guttural_containing	False	False	False	False	False	False	True	False	צהב	RG-0b5d34ef0b	2	HIFIL|PAAL	hewiktionary	wikt:entry:p6230:r520878:o3246:t0|wikt:entry:p6230:r520878:o3796:t0|wikt:entry:p6232:r519984:o0:t0	0.96	SILVER	
RT-5683535cf0	{{שרש|חרפן|ח־ר־פ־ן}}, [[גזרת המרובעים]].	חרפנ	ח	ר	פ	נ		4	QUADRILITERAL	גזרת המרובעים	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	X.R.C.N	quadriliteral	False	False	False	False	False	False	True	True	חרפנ	RG-5683535cf0	1	HITPAEL	hewiktionary	wikt:entry:p6366:r397871:o0:t0	0.8	SILVER	
RT-2fea0cbfea	"{{שרש3|ע|ו|ט|גזרה=נע""ו/י}}"	עוט	ע	ו	ט			3			False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	E.W.C	hollow_candidate	False	False	True	False	False	False	True	False	עוט	RG-2fea0cbfea	1	PAAL	hewiktionary	wikt:entry:p6406:r516216:o0:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-438fe5dd79	{{שרש3|שׁ|י|ר|ב}}	שׁיר	ש	י	ר			3	AYIN_WAW_YOD	"גזרת נע""ו/י"	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	True	C.Y.R	hollow_candidate	False	False	True	False	False	False	False	False	שיר	RG-9d273965ab	3	HUFAL|PIEL	hewiktionary	wikt:conj:p31134:r513113:t0:הופעל עבר|wikt:conj:p63885:r513262:t0:פיעל עבר|wikt:entry:p40857:r401610:o0:t0|wikt:entry:p44552:r502821:o0:t0|wikt:entry:p6579:r520764:o3963:t0	0.96	SILVER	
RT-98437792d2	{{שרש4|ס|נ|ד|ל}}, שורש תנייני.	סנדל	ס	נ	ד	ל		4		שורש תנייני.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.N.C.C	quadriliteral	False	False	False	False	False	False	False	True	סנדל	RG-98437792d2	1	PIEL	hewiktionary	wikt:entry:p6769:r447051:o2110:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED|TRADITIONAL_CLASS_UNMAPPED_LABEL
RT-0ccbfc0752	{{שרש|נקנק|נ־ק־נ־ק}}, מרובעים	נקנק	נ	ק	נ	ק		4	QUADRILITERAL	מרובעים	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	N.C.N.C	quadriliteral	False	False	False	True	False	False	False	True	נקנק	RG-0ccbfc0752	1	HITPAEL	hewiktionary	wikt:conj:p13630:r59817:t0:התפעל עבר|wikt:entry:p6771:r112732:o10:t0	0.96	SILVER	
RT-a1d6c7ad6c	{{שרש3|ס|ח|ף}}, שלמים	סחפ	ס	ח	פ			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	C.X.C	guttural_containing	False	False	False	False	False	False	True	False	סחפ	RG-a1d6c7ad6c	1	PAAL	hewiktionary	wikt:entry:p6802:r440360:o1331:t0	0.8	SILVER	
RT-4ef2491b63	{{שרש3|ח|ר|ף}}	חרפ	ח	ר	פ			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	X.R.C	guttural_containing	False	False	False	False	False	False	True	False	חרפ	RG-4ef2491b63	2	PAAL|PIEL	hewiktionary	wikt:entry:p6889:r516733:o1598:t0|wikt:entry:p6889:r516733:o3155:t0	0.8	SILVER	
RT-26cb90b581	{{שרש4|א|כ|ז|ב|גזרה=מרובעים}}	אכזב	א	כ	ז	ב		4			False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.C.C.C	quadriliteral	False	False	False	False	False	False	True	True	אכזב	RG-26cb90b581	1	PIEL	hewiktionary	wikt:entry:p6931:r430217:o682:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-63d118d44f	"{{שרש3|מ|צ|ה|גזרה=נחי לי""ה}}"	מצה	מ	צ	ה			3			False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	C.C.H	final_he	False	True	False	False	False	False	True	False	מצה	RG-63d118d44f	2	PAAL|PIEL	hewiktionary	wikt:conj:p14999:r324069:t0:פיעל עבר|wikt:conj:p14999:r324069:t0:קל עבר|wikt:entry:p6942:r521909:o3450:t0|wikt:entry:p6942:r521909:o4045:t0	0.96	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-9ec04dd8a7	{{שרש|קוץ|ק־ו־ץ}}, [[גזרת השלמים]]	קוצ	ק	ו	צ			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	C.W.C	hollow_candidate	False	False	True	False	False	False	False	False	קוצ	RG-9ec04dd8a7	4	HIFIL|PAAL|PIEL	hewiktionary	wikt:entry:p42787:r475562:o4528:t0|wikt:entry:p52363:r510777:o2620:t0|wikt:entry:p52363:r510777:o3369:t0|wikt:entry:p58907:r507117:o0:t0|wikt:entry:p7286:r522741:o7391:t0	0.96	SILVER	
RT-3d0135ce30	{{שרש3|ח|ת|ם}}	חתמ	ח	ת	מ			3			False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	X.C.C	guttural_containing	False	False	False	False	False	False	True	False	חתמ	RG-3d0135ce30	2	NIFAL|PAAL	hewiktionary	wikt:conj:p46346:r413990:t0:נפעל עבר|wikt:conj:p46346:r413990:t0:קל עבר|wikt:entry:p56187:r522965:o22:t0|wikt:entry:p7299:r501625:o22:t0	0.96	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-c303ca00ad	{{שרש3|מ|ל|ל|ג}}, [[גזרת הכפולים]]	מלל	מ	ל	ל			3	AYIN_AYIN	"גזרת הכפולים ; גזרת ע""ע"	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	C.C.C+GEM	geminate	False	False	False	False	False	True	False	False	מלל	RG-c303ca00ad	3	HITPAEL|NIFAL|PIEL	hewiktionary	wikt:entry:p43845:r423323:o119:t0|wikt:entry:p52367:r510471:o0:t0|wikt:entry:p7457:r520435:o3217:t0	0.8	SILVER	
RT-0e5d747948	{{שרש3|מ|ס|ה}}	מסה	מ	ס	ה			3			False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	C.C.H	final_he	False	True	False	False	False	False	True	False	מסה	RG-0e5d747948	1	PIEL	hewiktionary	wikt:entry:p7561:r518084:o8425:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-272ffcbdd1	{{שרש3|ק|ל|ס|א|גזרה=השלמים}}	קלס	ק	ל	ס			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	קלס	RG-272ffcbdd1	2	HITPAEL|PIEL	hewiktionary	wikt:conj:p11379:r269958:t0:התפעל עבר|wikt:conj:p11379:r269958:t0:פיעל עבר|wikt:conj:p11380:r269963:t0:התפעל עבר|wikt:conj:p11380:r269963:t0:פיעל עבר|wikt:entry:p7767:r489721:o1142:t0|wikt:entry:p7767:r489721:o1738:t0|wikt:entry:p7767:r489721:o3637:t0|wikt:entry:p7769:r245864:o0:t0	0.9997	SILVER	
RT-1e8ed5d4bd	{{שרש|סקל|ס־ק־ל}}, שלמים	סקל	ס	ק	ל			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	סקל	RG-1e8ed5d4bd	4	NIFAL|PAAL|PIEL|PUAL	hewiktionary	wikt:conj:p20103:r85403:t0:נפעל עבר|wikt:conj:p20103:r85403:t0:פועל עבר|wikt:conj:p20103:r85403:t0:פיעל עבר|wikt:conj:p20103:r85403:t0:קל עבר|wikt:entry:p7790:r433344:o1041:t0|wikt:entry:p7790:r433344:o1813:t0|wikt:entry:p7790:r433344:o29:t0|wikt:entry:p7818:r246278:o0:t0	0.96	SILVER	
RT-e9767e547d	{{שרש3|ח|פ|שׁ}}	חפשׁ	ח	פ	ש			3			False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	X.C.C	guttural_containing	False	False	False	False	False	False	True	False	חפש	RG-37f0a18088	1	PUAL	hewiktionary	wikt:entry:p7831:r522232:o4290:t0	0.8	SILVER	ROOT_SHARES_ORTHOGRAPHY_WITH_OTHER_ROOT|TRADITIONAL_CLASS_NOT_STATED
RT-250e46a35b	{{שרש3|ק|ל|ד|גזרה=השלמים}}	קלד	ק	ל	ד			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	קלד	RG-250e46a35b	1	HIFIL	hewiktionary	wikt:conj:p20070:r424474:t0:הפעיל עבר|wikt:entry:p7983:r441978:o0:t0	0.96	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-a498400ae4	{{שרש3|מ|ג|ר}}, שלמים	מגר	מ	ג	ר			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	מגר	RG-a498400ae4	1	PIEL	hewiktionary	wikt:conj:p47798:r303066:t0:פיעל עבר|wikt:entry:p8020:r500665:o0:t0	0.96	SILVER	
RT-05943b9932	{{שרש|שׁפד|שׁ־פ־ד}}, שלמים	שׁפד	ש	פ	ד			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	שפד	RG-c3bd72e5e5	1	PIEL	hewiktionary	wikt:conj:p20058:r266302:t0:פיעל עבר|wikt:entry:p8030:r263601:o17:t0	0.96	SILVER	
RT-d57fcc8f1e	{{שרש|טפשׁ|ט־פ־שׁ}}, [[גזרת השלמים]]	טפשׁ	ט	פ	ש			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	טפש	RG-5c47aa2b1d	1	PAAL	hewiktionary	wikt:entry:p8122:r497358:o2381:t0	0.8	SILVER	
RT-031016a1e7	{{שרש3|ע|ד|ר|א}}, [[גזרת השלמים]]	עדר	ע	ד	ר			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	E.C.R	guttural_containing	False	False	False	False	False	False	True	False	עדר	RG-031016a1e7	3	NIFAL|PAAL|PIEL	hewiktionary	wikt:conj:p10018:r269922:t0:נפעל עבר|wikt:conj:p10018:r269922:t0:פיעל עבר|wikt:conj:p10018:r269922:t0:קל עבר|wikt:conj:p10020:r269926:t0:נפעל עבר|wikt:conj:p10020:r269926:t0:פיעל עבר|wikt:entry:p8132:r476254:o0:t0|wikt:entry:p8132:r476254:o539:t0|wikt:entry:p8146:r513807:o0:t0|wikt:entry:p8146:r513807:o1360:t0|wikt:entry:p8146:r513807:o1920:t0|wikt:entry:p8146:r513807:o722:t0	0.9984	SILVER	
RT-674937e08a	{{שרש3|מ|ר|ר}}, [[גזרת הכפולים]]	מרר	מ	ר	ר			3	AYIN_AYIN	"גזרת הכפולים ; ע""ע"	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	True	C.R.R+GEM	geminate	False	False	False	False	False	True	False	False	מרר	RG-674937e08a	3	HIFIL|PAAL|PIEL	hewiktionary	wikt:entry:p11303:r502342:o57:t0|wikt:entry:p11304:r488713:o1054:t0|wikt:entry:p8159:r519530:o44:t0	0.8	SILVER	
RT-3aab1cf552	{{שרש3|ת|י|ק}}	תיק	ת	י	ק			3			False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	C.Y.C	hollow_candidate	False	False	True	False	False	False	False	False	תיק	RG-3aab1cf552	1	PIEL	hewiktionary	wikt:conj:p20057:r430411:t0:פיעל עבר|wikt:entry:p8163:r460471:o2360:t0	0.96	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-9022b61ca5	{{שרש|אכלס|א־כ־ל־ס}}, מרובעים.	אכלס	א	כ	ל	ס		4	QUADRILITERAL	מרובעים.	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.C.C.C	quadriliteral	False	False	False	False	False	False	True	True	אכלס	RG-9022b61ca5	1	PIEL	hewiktionary	wikt:entry:p8181:r380564:o0:t0	0.8	SILVER	
RT-5a12579f5e	{{שרש4|ר|פ|ר|ף}}	רפרפ	ר	פ	ר	פ		4			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	R.C.R.C	quadriliteral	False	False	False	False	False	False	False	True	רפרפ	RG-5a12579f5e	2	PIEL	hewiktionary	wikt:entry:p59583:r431930:o0:t0|wikt:entry:p8191:r393602:o0:t0	0.8	QUESTIONABLE	TRADITIONAL_CLASS_NOT_STATED
RT-354f3b887f	{{שרש4|א|ק|ל|ם}}, מרובעים.	אקלמ	א	ק	ל	מ		4	QUADRILITERAL	מרובעים.	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.C.C.C	quadriliteral	False	False	False	False	False	False	True	True	אקלמ	RG-354f3b887f	2	HITPAEL|PIEL	hewiktionary	wikt:conj:p20045:r96841:t0:התפעל עבר|wikt:conj:p20045:r96841:t0:פיעל עבר|wikt:entry:p8217:r446537:o0:t0|wikt:entry:p8221:r302056:o0:t0	0.96	SILVER	
RT-dbbb333a91	{{שרש|קיט|ק־י־ט}}, שלמים.	קיט	ק	י	ט			3	SHLEMIM	שלמים.	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	C.Y.C	hollow_candidate	False	False	True	False	False	False	False	False	קיט	RG-dbbb333a91	1	PIEL	hewiktionary	wikt:conj:p20071:r85335:t0:פיעל עבר|wikt:entry:p8234:r465993:o0:t0	0.96	SILVER	
RT-ceb62412e5	{{שרש|יהד|י־ה־ד}}, שלמים	יהד	י	ה	ד			3	SHLEMIM	שלמים	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	Y.H.C	initial_yod_waw	False	False	False	False	True	False	True	False	יהד	RG-ceb62412e5	1	PIEL	hewiktionary	wikt:entry:p8238:r499930:o0:t0	0.8	SILVER	
RT-884f7f7530	{{שרש3|נ|ו|ל|ב}}, שלמים	נול	נ	ו	ל			3	SHLEMIM	גזרת השלמים ; שלמים	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	N.W.C	hollow_candidate	False	False	True	True	False	False	False	False	נול	RG-884f7f7530	3	HITPAEL|PAAL|PIEL	hewiktionary	wikt:conj:p8245:r389925:t0:התפעל עבר|wikt:conj:p8245:r389925:t0:פיעל עבר|wikt:conj:p8245:r389925:t0:קל עבר|wikt:entry:p8244:r389922:o1018:t0|wikt:entry:p8244:r389922:o599:t0|wikt:entry:p8252:r245861:o0:t0	0.96	SILVER	
RT-60d1b604ee	{{שרש3|ח|ר|שׁ|א|גזרה=השלמים}}	חרשׁ	ח	ר	ש			3	PE_GUTTURAL+SHLEMIM	"גזרת השלמים ; פ""ג"	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	X.R.C	guttural_containing	False	False	False	False	False	False	True	False	חרש	RG-3b53a268d5	3	HIFIL|HITPAEL|PAAL	hewiktionary	wikt:conj:p32445:r280872:t0:הפעיל עבר|wikt:conj:p32445:r280872:t0:התפעל עבר|wikt:conj:p32445:r280872:t0:קל עבר|wikt:conj:p34086:r430688:t0:הפעיל עבר|wikt:conj:p34086:r430688:t0:קל עבר|wikt:conj:p9681:r269905:t0:הפעיל עבר|wikt:conj:p9681:r269905:t0:קל עבר|wikt:conj:p9686:r269909:t0:התפעל עבר|wikt:conj:p9686:r269909:t0:קל עבר|wikt:entry:p34089:r241221:o0:t0|wikt:entry:p8310:r518457:o1998:t0|wikt:entry:p8310:r518457:o73:t0|wikt:entry:p8445:r457496:o0:t0	0.9999	SILVER	TRADITIONAL_CLASS_VARIES_ACROSS_ENTRIES
RT-17f3528603	"{{שרש3|י|ה|ב|גזרה=נפ""יו}}"	יהב	י	ה	ב			3			False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	Y.H.C	initial_yod_waw	False	False	False	False	True	False	True	False	יהב	RG-17f3528603	1	PAAL	hewiktionary	wikt:entry:p8394:r512266:o0:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-48bc52e5f7	{{שרש|צלף|צ־ל־ף}}, שלמים	צלפ	צ	ל	פ			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	צלפ	RG-48bc52e5f7	1	PAAL	hewiktionary	wikt:conj:p20073:r324426:t0:קל עבר|wikt:entry:p8501:r519168:o1611:t0	0.96	SILVER	
RT-5f1398ca25	{{שרש3|פ|ס|ח|גזרה=השלמים}}	פסח	פ	ס	ח			3			False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	C.C.X	guttural_containing	False	False	False	False	False	False	True	False	פסח	RG-5f1398ca25	1	PAAL	hewiktionary	wikt:conj:p34193:r266437:t0:קל עבר|wikt:entry:p8533:r499819:o2862:t0	0.96	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-fcad8ddad2	{{שרש3|ב|ר|ז}}, שלמים	ברז	ב	ר	ז			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	ברז	RG-fcad8ddad2	1	HIFIL	hewiktionary	wikt:conj:p59048:r424564:t0:הפעיל עבר|wikt:entry:p8535:r431508:o0:t0	0.96	SILVER	
RT-907a72b06c	{{שרש3|ד|ל|ל|א}}, [[גזרת הכפולים]]	דלל	ד	ל	ל			3	AYIN_AYIN	גזרת הכפולים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	C.C.C+GEM	geminate	False	False	False	False	False	True	False	False	דלל	RG-907a72b06c	3	PAAL|PIEL	hewiktionary	wikt:entry:p55826:r510181:o0:t0|wikt:entry:p55826:r510181:o342:t0|wikt:entry:p8590:r519005:o0:t0|wikt:entry:p8590:r519005:o1662:t0	0.96	SILVER	
RT-c550d78e48	{{שרש3|מ|ת|ג}}, שלמים	מתג	מ	ת	ג			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	מתג	RG-c550d78e48	1	PIEL	hewiktionary	wikt:entry:p8618:r520826:o1607:t0	0.8	SILVER	
RT-c130337b3d	{{שרש|שׁלק|שׁ־ל־ק}}, שלמים	שׁלק	ש	ל	ק			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	שלק	RG-7ac8265a67	1	PAAL	hewiktionary	wikt:entry:p8780:r451282:o0:t0	0.8	SILVER	
RT-d4e0647bec	{{שרש3|ה|ד|ס|ב}}	הדס	ה	ד	ס			3			False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	H.C.C	guttural_containing	False	False	False	False	False	False	True	False	הדס	RG-d4e0647bec	1	PIEL	hewiktionary	wikt:entry:p8812:r521892:o2533:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-b9a163bcc0	{{שרש4|צ|פ|צ|ף}}	צפצפ	צ	פ	צ	פ		4			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	C.C.C.C	quadriliteral	False	False	False	False	False	False	False	True	צפצפ	RG-b9a163bcc0	1	PIEL	hewiktionary	wikt:entry:p8897:r515033:o0:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-d5b3c53ccd	ס-כ-ה	סכה	ס	כ	ה			3			False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	C.C.H	final_he	False	True	False	False	False	False	True	False	סכה	RG-d5b3c53ccd	1	PAAL	hewiktionary	wikt:conj:p58546:r414473:t0:קל עבר|wikt:entry:p60178:r512197:o9:t0|wikt:entry:p8948:r508064:o3195:t0	0.0	QUESTIONABLE	TRADITIONAL_CLASS_NOT_STATED
RT-713ace256c	{{שרש|מספר|מ־ס־פ־ר}}, [[גזרת המרובעים]]	מספר	מ	ס	פ	ר		4	QUADRILITERAL	גזרת המרובעים	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.C.R	quadriliteral	False	False	False	False	False	False	False	True	מספר	RG-713ace256c	1	PIEL	hewiktionary	wikt:conj:p17706:r175912:t0:פיעל עבר|wikt:entry:p9306:r494200:o1679:t0	0.96	SILVER	
RT-5433dfacab	{{שרש|קלע א|ק־ל־ע <small>א</small>}}, שלמים	קלע	ק	ל	ע			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	C.C.E	guttural_containing	False	False	False	False	False	False	True	False	קלע	RG-5433dfacab	1	PAAL	hewiktionary	wikt:conj:p11395:r269984:t0:קל עבר|wikt:conj:p11396:r270897:t0:קל עבר|wikt:entry:p9452:r451082:o0:t0|wikt:entry:p9452:r451082:o816:t0	0.9984	SILVER	
RT-f39b7b4ebb	{{שרש|סכר|ס־כ־ר}}, שלמים	סכר	ס	כ	ר			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	סכר	RG-f39b7b4ebb	3	NIFAL|PAAL|PIEL	hewiktionary	wikt:entry:p9577:r517707:o2533:t0|wikt:entry:p9577:r517707:o5047:t0|wikt:entry:p9626:r449573:o0:t0	0.8	SILVER	
RT-01a30e98cf	{{שרש3|ס|ל|ה}}	סלה	ס	ל	ה			3			False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	C.C.H	final_he	False	True	False	False	False	False	True	False	סלה	RG-01a30e98cf	1	PIEL	hewiktionary	wikt:entry:p9676:r520496:o2006:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-9d458153f6	{{שרש3|א|פ|ר}}	אפר	א	פ	ר			3			False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	True	A.C.R	initial_alef	False	False	False	False	False	False	True	False	אפר	RG-9d458153f6	2	PIEL|PUAL	hewiktionary	wikt:entry:p9698:r520314:o5851:t0|wikt:entry:p9698:r520314:o6303:t0|wikt:entry:p9698:r520314:o6750:t0	0.96	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-4f64315c3f	"{{שרש|גוף א|ג־ו־ף <small>א</small>}}, [[נספח:גזרת נע""ו/י|גזרת נע""ו/י]]"	גופ	ג	ו	פ			3	AYIN_WAW_YOD	"גזרת נע""ו/י"	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	C.W.C	hollow_candidate	False	False	True	False	False	False	False	False	גופ	RG-4f64315c3f	1	HIFIL	hewiktionary	wikt:conj:p23172:r266308:t0:הפעיל עבר|wikt:entry:p9734:r380220:o0:t0	0.96	SILVER	
RT-77c9cbd0c0	{{שרש3|ח|ב|ה}}	חבה	ח	ב	ה			3			False	False	False	False	False	False	True	False	False	True	True	False	True	False	False	False	True	X.C.H	final_he	False	True	False	False	False	False	True	False	חבה	RG-77c9cbd0c0	1	PAAL	hewiktionary	wikt:entry:p9792:r510292:o1724:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-cb45ae90cd	"{{שרש|חפץ|ח־פ־ץ}}, [[גזרת השלמים]], [[פ""ג]]"	חפצ	ח	פ	צ			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	X.C.C	guttural_containing	False	False	False	False	False	False	True	False	חפצ	RG-cb45ae90cd	1	PAAL	hewiktionary	wikt:entry:p9942:r511228:o0:t0	0.8	SILVER	
RT-bcfadb4d8b	{{שרש|גדר א|ג־ד־ר <small>א</small>}}, שלמים	גדר	ג	ד	ר			3	SHLEMIM	גזרת השלמים ; שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	גדר	RG-bcfadb4d8b	3	HIFIL|PAAL|PIEL	hewiktionary	wikt:conj:p10098:r269931:t0:הפעיל עבר|wikt:conj:p10098:r269931:t0:פיעל עבר|wikt:conj:p10098:r269931:t0:קל עבר|wikt:conj:p10107:r413996:t0:פיעל עבר|wikt:conj:p10107:r413996:t0:קל עבר|wikt:entry:p10109:r261221:o0:t0|wikt:entry:p38590:r488605:o2405:t0|wikt:entry:p38590:r488605:o3117:t0|wikt:entry:p38590:r488605:o4195:t0|wikt:entry:p38590:r488605:o4609:t0	0.9984	SILVER	
RT-099144b7c3	"{{שרש3|ע|ק|ל|א}}, [[פ""ג]]"	עקל	ע	ק	ל			3	PE_GUTTURAL	"פ""ג"	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	E.C.C	guttural_containing	False	False	False	False	False	False	True	False	עקל	RG-099144b7c3	2	PIEL|PUAL	hewiktionary	wikt:conj:p17339:r85698:t0:פועל עבר|wikt:conj:p17339:r85698:t0:פיעל עבר|wikt:conj:p17340:r269739:t0:פועל עבר|wikt:conj:p17340:r269739:t0:פיעל עבר|wikt:entry:p10150:r519680:o0:t0|wikt:entry:p10150:r519680:o340:t0|wikt:entry:p10150:r519680:o770:t0	0.9984	SILVER	
RT-b14e2a2c38	{{שרש3|ח|מ|ס}}	חמס	ח	מ	ס			3			False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	X.C.C	guttural_containing	False	False	False	False	False	False	True	False	חמס	RG-b14e2a2c38	1	PAAL	hewiktionary	wikt:entry:p10330:r502091:o0:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-462887b0bd	{{שרש|בזק א|ב־ז־ק <small>א</small>}}	בזק	ב	ז	ק			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בזק	RG-462887b0bd	1	PAAL	hewiktionary	wikt:entry:p10471:r521122:o2:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
