record_id	record_type	lemma	source_primary	quality_tier	missing_fields	details
LX-2f8326f499.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-2ff4b7045a.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-3030f12f85.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3030f12f85.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3095c8f16c.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3095c8f16c.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3095c8f16c.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3095c8f16c.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-30d14115f4.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-30d14115f4.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-30f88398b7.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-3119f3361c.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3119f3361c.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3119f3361c.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3119f3361c.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-316915cde5.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-316915cde5.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-316915cde5.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-316915cde5.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-319205074e.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-319205074e.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-319205074e.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-319205074e.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-31ea95a485.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-31ea95a485.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-31ea95a485.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-31ea95a485.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-324bf7cccf.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-324bf7cccf.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-324bf7cccf.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-324bf7cccf.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3281879967.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3281879967.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3281879967.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3281879967.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-329a77f005.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-329a77f005.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-329a77f005.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-329a77f005.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-32a3a905d1.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-32a3a905d1.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-332713e7d7.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-332713e7d7.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-332713e7d7.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-332713e7d7.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-33cbea718b.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-33cbea718b.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-33cbea718b.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-33cbea718b.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-33e1362c25.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-33e1362c25.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-33e1362c25.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-33e1362c25.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3443de02c3.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-3443de02c3.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3443de02c3.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3443de02c3.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3443de02c3.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-345d6273a0.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-345d6273a0.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-345d6273a0.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-345d6273a0.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3490760842.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3490760842.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3490760842.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3490760842.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-34a2c6a64f.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-34da79daf6.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-34da79daf6.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-34da79daf6.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-34da79daf6.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-35d4c1e4bd.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-35d4c1e4bd.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-35d4c1e4bd.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-35d4c1e4bd.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-35e55483e9.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-35e55483e9.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-35e55483e9.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-35e55483e9.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3680903e9c.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-37388ce316.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-37388ce316.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-37388ce316.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-37388ce316.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3745f4978e.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3745f4978e.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3745f4978e.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3745f4978e.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-37ecdb3fec.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-37ecdb3fec.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-37ecdb3fec.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-37ecdb3fec.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3814029277.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3814029277.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3814029277.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3814029277.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-38fabde70a.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-38fabde70a.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-38fabde70a.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-38fabde70a.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-390eb5e26c.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-39131bdb6b.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-39131bdb6b.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-39131bdb6b.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-39131bdb6b.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-39e55484e2.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-39e55484e2.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-39e55484e2.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-39e55484e2.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3a480e519f.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3a480e519f.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3a480e519f.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3a480e519f.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3b8b7bb0d1.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-3b91c71e88.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3b91c71e88.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3b91c71e88.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3b91c71e88.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3bb685e941.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-3bb685e941.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3bb685e941.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3bb685e941.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3bb685e941.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3c2323dbb2.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3c2323dbb2.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3c2323dbb2.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3c2323dbb2.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3c3d4c9f5b.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3c3d4c9f5b.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3c3d4c9f5b.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3c3d4c9f5b.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3c72f58d16.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3c72f58d16.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3c72f58d16.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3c72f58d16.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3d066329f0.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3d066329f0.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3d066329f0.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3d066329f0.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3defd9e540.PST.3MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	PST.3MSG
LX-3e0e899fc0.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3e0e899fc0.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3e0e899fc0.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3e0e899fc0.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3ea8f34a03.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3ea8f34a03.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3f4737b6ad.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3f63742090.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3f63742090.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3f63742090.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3f63742090.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3f661e5827.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-3f661e5827.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-3f661e5827.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-3f661e5827.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-3ff6c1a418.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-4015171fc7.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-4015171fc7.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-4015171fc7.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-4015171fc7.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-4028bdf1e9.PST.3MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	PST.3MSG
LX-404f2ec4f7.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-404f2ec4f7.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-404f2ec4f7.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-404f2ec4f7.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-415aa11f2f.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-4296a2f246.PST.3MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	PST.3MSG
LX-42a6626367.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-42a6626367.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-42a6626367.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-42a6626367.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-42b27b48e4.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-42b27b48e4.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-42b27b48e4.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-42b27b48e4.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-42cdf222ef.PST.3MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	PST.3MSG
LX-42f272bb25.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-431f38f42d.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-43227cfc1d.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-43227cfc1d.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-43227cfc1d.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-43227cfc1d.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-43d9eac2da.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-43d9eac2da.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-43d9eac2da.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-43d9eac2da.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-43e64fbb22.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-43e64fbb22.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-43ed367f7f.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-43ed367f7f.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-43ed367f7f.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-43ed367f7f.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-44975afd1d.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-44975afd1d.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-44975afd1d.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-44975afd1d.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-44a5234604.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-44a5234604.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-44a5234604.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-44a5234604.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-4517538b74.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-4517538b74.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-4517538b74.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-4517538b74.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-4527cb0fbd.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-4527cb0fbd.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-4527cb0fbd.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-4527cb0fbd.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-458a363f92.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-458a363f92.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-458a363f92.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-458a363f92.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-45a36ce353.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-45a36ce353.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-45a36ce353.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-45a36ce353.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-461c9f230b.PST.1SG	form		hewiktionary	SILVER	form_unvocalized	PST.1SG
LX-461c9f230b.PST.2MSG	form		hewiktionary	SILVER	form_unvocalized	PST.2MSG
LX-461c9f230b.PST.2FSG	form		hewiktionary	SILVER	form_unvocalized	PST.2FSG
LX-461c9f230b.PST.3FSG	form		hewiktionary	SILVER	form_unvocalized	PST.3FSG
LX-461c9f230b.PST.1PL	form		hewiktionary	SILVER	form_unvocalized	PST.1PL
LX-461c9f230b.PST.2MPL	form		hewiktionary	SILVER	form_unvocalized	PST.2MPL
LX-461c9f230b.PST.2FPL	form		hewiktionary	SILVER	form_unvocalized	PST.2FPL
LX-461c9f230b.PST.3PL	form		hewiktionary	SILVER	form_unvocalized	PST.3PL
LX-461c9f230b.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-461c9f230b.PRS.FSG	form		hewiktionary	SILVER	form_unvocalized	PRS.FSG
LX-461c9f230b.PRS.MPL	form		hewiktionary	SILVER	form_unvocalized	PRS.MPL
LX-461c9f230b.PRS.FPL	form		hewiktionary	SILVER	form_unvocalized	PRS.FPL
LX-461c9f230b.FUT.1SG	form		hewiktionary	SILVER	form_unvocalized	FUT.1SG
LX-461c9f230b.FUT.2MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.2MSG
LX-461c9f230b.FUT.2FSG	form		hewiktionary	SILVER	form_unvocalized	FUT.2FSG
LX-461c9f230b.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-461c9f230b.FUT.3FSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3FSG
LX-461c9f230b.FUT.1PL	form		hewiktionary	SILVER	form_unvocalized	FUT.1PL
LX-461c9f230b.FUT.2MPL	form		hewiktionary	SILVER	form_unvocalized	FUT.2MPL
LX-461c9f230b.FUT.2FPL	form		hewiktionary	SILVER	form_unvocalized	FUT.2FPL
LX-461c9f230b.FUT.3MPL	form		hewiktionary	SILVER	form_unvocalized	FUT.3MPL
LX-461c9f230b.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-461c9f230b.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-462b284a89.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-462b284a89.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-462b284a89.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-462b284a89.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-46649dcccb.PRS.MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	PRS.MSG
LX-46649dcccb.FUT.3MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	FUT.3MSG
LX-46649dcccb.IMP.2MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	IMP.2MSG
LX-46649dcccb.NFIN	form		hewiktionary	QUESTIONABLE	form_unvocalized	NFIN
LX-46921562d9.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-46921562d9.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-46921562d9.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-46921562d9.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-46bf98b386.PRS.MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	PRS.MSG
LX-46bf98b386.FUT.3MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	FUT.3MSG
LX-46bf98b386.IMP.2MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	IMP.2MSG
LX-46bf98b386.NFIN	form		hewiktionary	QUESTIONABLE	form_unvocalized	NFIN
LX-46f49fc5f8.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-46f49fc5f8.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-46f49fc5f8.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-46f49fc5f8.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-477328f513.PRS.MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	PRS.MSG
LX-477328f513.FUT.3MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	FUT.3MSG
LX-478c74b8d5.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-47953f977b.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-47953f977b.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-47953f977b.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-47953f977b.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-479927df68.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-47d1ab4b74.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-47d1ab4b74.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-47d1ab4b74.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-47d1ab4b74.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-47d91144dd.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-48103dfac4.PST.3MSG	form		hewiktionary	SILVER	form_unvocalized	PST.3MSG
LX-4810a3ceaf.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-4810a3ceaf.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-4810a3ceaf.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-4810a3ceaf.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-4825e09b01.PST.3MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	PST.3MSG
LX-4825e09b01.PRS.MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	PRS.MSG
LX-4825e09b01.FUT.3MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	FUT.3MSG
LX-4825e09b01.IMP.2MSG	form		hewiktionary	QUESTIONABLE	form_unvocalized	IMP.2MSG
LX-4825e09b01.NFIN	form		hewiktionary	QUESTIONABLE	form_unvocalized	NFIN
LX-48290c7345.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-48290c7345.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-48290c7345.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-48290c7345.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
LX-483d397953.PRS.MSG	form		hewiktionary	SILVER	form_unvocalized	PRS.MSG
LX-483d397953.FUT.3MSG	form		hewiktionary	SILVER	form_unvocalized	FUT.3MSG
LX-483d397953.IMP.2MSG	form		hewiktionary	SILVER	form_unvocalized	IMP.2MSG
LX-483d397953.NFIN	form		hewiktionary	SILVER	form_unvocalized	NFIN
