conflict_type	record_type	record_id	lemma	details	candidates	sources
WIKT_FORM_MISMATCH	form	LX-63fbaf3997.NFIN	תָּפַס	UniMorph לִתְפֹּס vs Wiktionary לִתְפֹס		wikt:conj:p17398:r392709:t0:קל שם הפועל
VOC_UNVOC_INCONSISTENT	form	LX-fc220aa712.PST.3MSG	הִתְחַרְפֵן	הִתְחַרְפֵן vs ktiv male חרפן		wikt:entry:p6366:r397871:o0:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-7e55965401	נִפַּח	entry says נפח x NIFAL; other records support roots ['נפח'] binyanim ['NIFAL', 'PIEL']		wikt:entry:p6762:r439887:o2764:t0|wikt:entry:p6762:r439887:o3179:t0
WIKT_TABLE_ASSERTS_ROOT_BINYAN_ABSENT	lexeme	LX-e8e7d2cc06	צִבַּע	entry exists but a conjugation table marks צבע x PIEL as non-existent		wikt:conj:p10884:r269950:t0:פיעל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-d4fa343e3f	סָכָה	entry says סכה x PAAL; other records support roots ['סכה', 'שכה'] binyanim ['PAAL']		wikt:entry:p8948:r508064:o3195:t0|wikt:entry:p60178:r512197:o9:t0|wikt:conj:p58546:r414473:t0:קל עבר
WIKT_TABLE_ASSERTS_ROOT_BINYAN_ABSENT	lexeme	LX-2db5aa5470	עֵר	entry exists but a conjugation table marks עור x PAAL as non-existent		wikt:conj:p32407:r266365:t0:קל עבר|wikt:conj:p33029:r269974:t0:קל עבר
BINYAN_SHAPE_DISAGREES	lexeme	LX-1d17b0a590	כֻּתַּר	source PUAL vs shape PAAL (prs_no_prefix)		wikt:entry:p10976:r519795:o8657:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-44c2655f1b	אֻכַּף	entry says אכפ x PIEL; other records support roots ['אכפ'] binyanim ['PIEL', 'PUAL']		wikt:entry:p11348:r511239:o4469:t0|wikt:conj:p17729:r85517:t0:פועל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-01e1ef29e8	הוּחַל	entry says חול x HUFAL; other records support roots ['חול', 'חלל'] binyanim ['HUFAL']		wikt:entry:p11444:r494232:o0:t0|wikt:entry:p11444:r494232:o663:t0|wikt:conj:p17741:r321035:t0:הופעל עבר|wikt:conj:p20089:r163651:t0:הופעל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-82f9f837f2	הוּחַל	entry says חלל x HUFAL; other records support roots ['חול', 'חלל'] binyanim ['HUFAL']		wikt:entry:p11444:r494232:o0:t0|wikt:entry:p11444:r494232:o663:t0|wikt:conj:p17741:r321035:t0:הופעל עבר|wikt:conj:p20089:r163651:t0:הופעל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-477328f513	צָר	entry says צור x PAAL; other records support roots ['צור', 'צרר'] binyanim ['PAAL']		wikt:entry:p13896:r517389:o3480:t0|wikt:entry:p13896:r517389:o4659:t0|wikt:entry:p50364:r520875:o0:t0|wikt:conj:p20075:r520876:t0:קל עבר
WIKT_TABLE_ASSERTS_ROOT_BINYAN_ABSENT	lexeme	LX-07b18a92ca	פָּעַל	entry exists but a conjugation table marks פעל x PAAL as non-existent		wikt:conj:p56847:r388064:t0:קל עבר
SHIN_SIN_MISMATCH	lexeme	LX-6c276c1d5a	מִשְׂכֵּן	shin/sin: ['מ-שׁ-כ-נ'] vs מִשְׂכֵּן		wikt:entry:p15355:r445121:o2174:t0
VOC_UNVOC_INCONSISTENT	form	LX-eefd507a95.PST.3MSG	גָּל	גָּל vs ktiv male גלגל		wikt:entry:p16732:r522989:o0:t0
WIKT_TABLE_ASSERTS_ROOT_BINYAN_ABSENT	lexeme	LX-b98b6f732d	הִתְפַּעֵל	entry exists but a conjugation table marks פעל x HITPAEL as non-existent		wikt:conj:p56847:r388064:t0:התפעל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-c91baae462	נִכָּה	entry says נכה x NIFAL; other records support roots ['נכה'] binyanim ['NIFAL', 'PIEL']		wikt:entry:p22422:r475472:o0:t0|wikt:entry:p22422:r475472:o569:t0|wikt:conj:p32643:r301996:t0:נפעל עבר|wikt:conj:p32643:r301996:t0:פיעל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-a457d161ee	נִכָּה	entry says נכה x PIEL; other records support roots ['נכה'] binyanim ['NIFAL', 'PIEL']		wikt:entry:p22422:r475472:o0:t0|wikt:entry:p22422:r475472:o569:t0|wikt:conj:p32643:r301996:t0:נפעל עבר|wikt:conj:p32643:r301996:t0:פיעל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-14e5e6e90a	נוֹכַח	entry says וכח x NIFAL; other records support roots ['וכח', 'יכח'] binyanim ['NIFAL']		wikt:entry:p23225:r512332:o60:t0|wikt:conj:p32022:r509699:t0:נפעל עבר
ROOT_FORM_MISMATCH	lexeme	LX-7c885b5a2e	שורש	root נדר vs headword שורש		wikt:entry:p27978:r516781:o3155:t0
VOC_UNVOC_INCONSISTENT	form	LX-7c885b5a2e.PST.3MSG	שורש	שורש vs ktiv male הודר		wikt:entry:p27978:r516781:o3155:t0
ROOT_FORM_MISMATCH	lexeme	LX-d5938fa4a1	צִ	root צזבט vs headword צִ		wikt:entry:p28802:r391783:o0:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-a52a3aab56	סֻלָּא	entry says סלא x PAAL; other records support roots ['סלא'] binyanim ['PAAL', 'PUAL']		wikt:entry:p30447:r519853:o0:t0|wikt:conj:p31300:r152831:t0:פועל עבר
WIKT_TABLE_ASSERTS_ROOT_BINYAN_ABSENT	lexeme	LX-6f7c2b0f82	צִיֵּץ	entry exists but a conjugation table marks צוצ x PIEL as non-existent		wikt:conj:p30076:r441307:t0:פיעל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-6483f88c0d	הוֹלִיךְ	entry says ילכ x HIFIL; other records support roots ['הלכ', 'ילכ'] binyanim ['HIFIL']		wikt:entry:p34120:r402701:o0:t0|wikt:conj:p17672:r352781:t0:הפעיל עבר
ROOT_FORM_MISMATCH	lexeme	LX-65901fb26d	סִנְגֵ	root סנגר vs headword סִנְגֵ		wikt:entry:p35205:r522901:o311:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-1945407efd	שִֹבֵּר	entry says שבר x PIEL; other records support roots ['סבר', 'שבר'] binyanim ['PIEL']		wikt:entry:p41000:r523174:o5467:t0|wikt:entry:p51253:r512385:o1568:t0
VOC_UNVOC_INCONSISTENT	form	LX-76e7a20c07.PST.3MSG	הִתְרַצָה	הִתְרַצָה vs ktiv male נרצה		wikt:entry:p42094:r261350:o19:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-3c59cc9776	נִצָּה	entry says נצה x NIFAL; other records support roots ['נצה'] binyanim ['NIFAL', 'PIEL']		wikt:entry:p44818:r519935:o1980:t0|wikt:entry:p44818:r519935:o2709:t0|wikt:entry:p44818:r519935:o3320:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-28debcf2e2	נִצָּה	entry says נצה x PIEL; other records support roots ['נצה'] binyanim ['NIFAL', 'PIEL']		wikt:entry:p44818:r519935:o1980:t0|wikt:entry:p44818:r519935:o2709:t0|wikt:entry:p44818:r519935:o3320:t0
ROOT_FORM_MISMATCH	lexeme	LX-f00bfd179b	נִגֵּ	root נגס vs headword נִגֵּ		wikt:entry:p45839:r490342:o23:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-604cf9784b	מָחָה	entry says מחה x PAAL; other records support roots ['מחה', 'מחי'] binyanim ['PAAL']		wikt:entry:p51460:r517777:o0:t0|wikt:entry:p51460:r517777:o1770:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-0c975d4a1c	מָחָה	entry says מחי x PAAL; other records support roots ['מחה', 'מחי'] binyanim ['PAAL']		wikt:entry:p51460:r517777:o0:t0|wikt:entry:p51460:r517777:o1770:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-3ffb39c040	חָשׁ	entry says חוש x PAAL; other records support roots ['חוש', 'חשש'] binyanim ['PAAL']		wikt:entry:p52229:r489705:o79:t0|wikt:entry:p52229:r489705:o1110:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-d87b5c856f	חָשׁ	entry says חשש x PAAL; other records support roots ['חוש', 'חשש'] binyanim ['PAAL']		wikt:entry:p52229:r489705:o79:t0|wikt:entry:p52229:r489705:o1110:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-a293280b97	נִקְלָה	entry says קלל x NIFAL; other records support roots ['קלה', 'קלל'] binyanim ['NIFAL']		wikt:entry:p52310:r510579:o74:t0|wikt:entry:p52310:r510579:o722:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-0a6ced5078	נִקְלָה	entry says קלה x NIFAL; other records support roots ['קלה', 'קלל'] binyanim ['NIFAL']		wikt:entry:p52310:r510579:o74:t0|wikt:entry:p52310:r510579:o722:t0
WIKT_TABLE_ASSERTS_ROOT_BINYAN_ABSENT	lexeme	LX-4c7aaee15e	הִבְרָה	entry exists but a conjugation table marks ברה x HIFIL as non-existent		wikt:conj:p46467:r317388:t0:הפעיל עבר
ROOT_FORM_MISMATCH	lexeme	LX-5f8867e01b	עִסָּה	root עשה vs headword עִסָּה		wikt:entry:p53381:r493222:o0:t0
WIKT_TABLE_ASSERTS_ROOT_BINYAN_ABSENT	lexeme	LX-730464a7ea	קוֹסֵס	entry exists but a conjugation table marks קסס x PIEL as non-existent		wikt:conj:p58517:r414003:t0:פיעל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-4028bdf1e9	הוֹבִישׁ	entry says בוש x HIFIL; other records support roots ['בוש', 'יבש'] binyanim ['HIFIL']		wikt:entry:p53516:r510203:o0:t0|wikt:entry:p53516:r510203:o667:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-9e25ae0545	הוֹבִישׁ	entry says יבש x HIFIL; other records support roots ['בוש', 'יבש'] binyanim ['HIFIL']		wikt:entry:p53516:r510203:o0:t0|wikt:entry:p53516:r510203:o667:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-3defd9e540	שָׁלָה	entry says שלה x PAAL; other records support roots ['שלה'] binyanim ['PAAL', 'PIEL']		wikt:entry:p55939:r510850:o106:t0|wikt:entry:p55939:r510850:o106:t1
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-79fc5bc4c1	שָׁלָה	entry says שלה x PIEL; other records support roots ['שלה'] binyanim ['PAAL', 'PIEL']		wikt:entry:p55939:r510850:o106:t0|wikt:entry:p55939:r510850:o106:t1
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-42cdf222ef	הִתְעַבָּה	entry says עבה x HITPAEL; other records support roots ['עבה', 'עבי'] binyanim ['HITPAEL']		wikt:entry:p56309:r514699:o0:t0|wikt:conj:p56307:r475457:t0:התפעל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-e20c67fd03	סָטָה	entry says סטה x PAAL; other records support roots ['סטה', 'שטה'] binyanim ['PAAL']		wikt:entry:p56321:r409073:o0:t0|wikt:entry:p22315:r493224:o1383:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-4a39ca6e62	הִשִּׂיק	entry says נשק x HIFIL; other records support roots ['נסק', 'נשק'] binyanim ['HIFIL']		wikt:entry:p56703:r437349:o2331:t0|wikt:entry:p55519:r457688:o0:t0|wikt:conj:p56705:r386329:t0:הפעיל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-4825e09b01	הִתְמוֹגֵג	entry says מוג x HITPAEL; other records support roots ['מגג', 'מוג'] binyanim ['HITPAEL']		wikt:entry:p56912:r454125:o0:t0|wikt:conj:p30054:r388887:t0:התפעל עבר|wikt:conj:p56911:r388882:t0:התפעל עבר
BINYAN_SHAPE_DISAGREES	lexeme	LX-b822ef4949	שִׁכְלֵל	source PIEL vs shape PUAL (prs_me_no_inf)		wikt:entry:p57137:r510847:o23:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-e4f099c845	קָצַע	entry says קצע x PIEL; other records support roots ['קצע'] binyanim ['PAAL', 'PIEL']		wikt:entry:p57786:r509769:o0:t0|wikt:conj:p60226:r441280:t0:קל עבר
WIKT_TABLE_ASSERTS_ROOT_BINYAN_ABSENT	lexeme	LX-ef73ea314b	נִסְמָן	entry exists but a conjugation table marks סמנ x NIFAL as non-existent		wikt:conj:p20099:r429830:t0:נפעל עבר
WIKT_TABLE_ASSERTS_ROOT_BINYAN_ABSENT	lexeme	LX-d0ae699a21	יָפַח	entry exists but a conjugation table marks יפח x PAAL as non-existent		wikt:conj:p32898:r266405:t0:קל עבר
VOC_UNVOC_INCONSISTENT	form	LX-7a6fb752a3.PST.3MSG	הִגִּיר	הִגִּיר vs ktiv male הי		wikt:entry:p59819:r467370:o0:t0
WIKT_TABLE_ASSERTS_ROOT_BINYAN_ABSENT	lexeme	LX-987751f905	הוֹדַע	entry exists but a conjugation table marks ידע x HUFAL as non-existent		wikt:conj:p20093:r422476:t0:הופעל עבר
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-76696b3a68	שָׂכָה	entry says שכה x PAAL; other records support roots ['סכה', 'שכה', 'שככ'] binyanim ['PAAL']		wikt:entry:p60178:r512197:o9:t0|wikt:entry:p60178:r512197:o317:t0|wikt:entry:p8948:r508064:o3195:t0
WIKT_ONLY_EVIDENCE_DISAGREES	lexeme	LX-70006a8e7c	שָׂכָה	entry says שככ x PAAL; other records support roots ['סכה', 'שכה', 'שככ'] binyanim ['PAAL']		wikt:entry:p60178:r512197:o9:t0|wikt:entry:p60178:r512197:o317:t0|wikt:entry:p8948:r508064:o3195:t0
SHIN_SIN_MISMATCH	lexeme	LX-5e2a552ecd	הִתְנַשֵּׁא	shin/sin: ['נ-שׂ-א'] vs הִתְנַשֵּׁא		wikt:entry:p64171:r518851:o0:t0
