example_id	pair_id	condition	lexeme_id	source_form	source_cell	target_cell	target_features	target_form	analysis__root_id	analysis__root	analysis__root_orthographic	analysis__orthographic_root_group_id	analysis__root_length	analysis__binyan	analysis__root_binyan_key	analysis__structural_class	analysis__structural_signature	analysis__traditional_class	analysis__sc_strong	analysis__sc_final_he	analysis__sc_hollow_candidate	analysis__sc_initial_nun	analysis__sc_initial_yod_waw	analysis__sc_geminate	analysis__sc_guttural_containing	analysis__sc_quadriliteral	analysis__lemma_vocalized	analysis__lexeme_quality_tier	analysis__source_form_quality_tier	analysis__target_form_quality_tier	analysis__example_quality_tier	analysis__eligible_default	analysis__source_form_id	analysis__target_form_id	analysis__source_ids	analysis__lexeme_source_primary	analysis__target_is_syncretic	analysis__target_syncretism_group	analysis__target_same_form_past_cells	analysis__source_equals_target	analysis__target_form_length
PR:voc:LX-9b38478215:PST.3MSG>PST.1SG	LX-9b38478215:PST.3MSG>PST.1SG	voc	LX-9b38478215	סֵרֵב	PST.3MSG	PST.1SG	PST,1,SG	סֵרַבְתִּי	RT-8ebb3b54e2	סרב	סרב	RG-8ebb3b54e2	3	PIEL	RT-8ebb3b54e2|PIEL	strong	C.R.C		True	False	False	False	False	False	False	False	סֵרֵב	SILVER	SILVER	SILVER	SILVER	True	LX-9b38478215.PST.3MSG	LX-9b38478215.PST.1SG	heb_voc:28530|heb:28666|heb_voc:28533|heb:28672	unimorph_heb	False		PST.1SG	False	10
PR:voc:LX-9b38478215:PST.3MSG>PST.2MSG	LX-9b38478215:PST.3MSG>PST.2MSG	voc	LX-9b38478215	סֵרֵב	PST.3MSG	PST.2MSG	PST,2,SG,MASC	סֵרַבְתָּ	RT-8ebb3b54e2	סרב	סרב	RG-8ebb3b54e2	3	PIEL	RT-8ebb3b54e2|PIEL	strong	C.R.C		True	False	False	False	False	False	False	False	סֵרֵב	SILVER	SILVER	SILVER	SILVER	True	LX-9b38478215.PST.3MSG	LX-9b38478215.PST.2MSG	heb_voc:28530|heb:28666|heb_voc:28536|heb:28670	unimorph_heb	False		PST.2MSG	False	9
PR:voc:LX-9b38478215:PST.3MSG>PST.2FSG	LX-9b38478215:PST.3MSG>PST.2FSG	voc	LX-9b38478215	סֵרֵב	PST.3MSG	PST.2FSG	PST,2,SG,FEM	סֵרַבְתְּ	RT-8ebb3b54e2	סרב	סרב	RG-8ebb3b54e2	3	PIEL	RT-8ebb3b54e2|PIEL	strong	C.R.C		True	False	False	False	False	False	False	False	סֵרֵב	SILVER	SILVER	SILVER	SILVER	True	LX-9b38478215.PST.3MSG	LX-9b38478215.PST.2FSG	heb_voc:28530|heb:28666|heb_voc:28532|heb:28671	unimorph_heb	False		PST.2FSG	False	9
PR:voc:LX-9b38478215:PST.3MSG>PST.3FSG	LX-9b38478215:PST.3MSG>PST.3FSG	voc	LX-9b38478215	סֵרֵב	PST.3MSG	PST.3FSG	PST,3,SG,FEM	סֵרְבָה	RT-8ebb3b54e2	סרב	סרב	RG-8ebb3b54e2	3	PIEL	RT-8ebb3b54e2|PIEL	strong	C.R.C		True	False	False	False	False	False	False	False	סֵרֵב	SILVER	SILVER	SILVER	SILVER	True	LX-9b38478215.PST.3MSG	LX-9b38478215.PST.3FSG	heb_voc:28530|heb:28666|heb_voc:28528|heb:28667	unimorph_heb	False		PST.3FSG	False	7
PR:voc:LX-9b38478215:PST.3MSG>PST.1PL	LX-9b38478215:PST.3MSG>PST.1PL	voc	LX-9b38478215	סֵרֵב	PST.3MSG	PST.1PL	PST,1,PL	סֵרַבְנוּ	RT-8ebb3b54e2	סרב	סרב	RG-8ebb3b54e2	3	PIEL	RT-8ebb3b54e2|PIEL	strong	C.R.C		True	False	False	False	False	False	False	False	סֵרֵב	SILVER	SILVER	SILVER	SILVER	True	LX-9b38478215.PST.3MSG	LX-9b38478215.PST.1PL	heb_voc:28530|heb:28666|heb_voc:28531|heb:28669	unimorph_heb	False		PST.1PL	False	9
PR:voc:LX-9b38478215:PST.3MSG>PST.2MPL	LX-9b38478215:PST.3MSG>PST.2MPL	voc	LX-9b38478215	סֵרֵב	PST.3MSG	PST.2MPL	PST,2,PL,MASC	סֵרַבְתֶּם	RT-8ebb3b54e2	סרב	סרב	RG-8ebb3b54e2	3	PIEL	RT-8ebb3b54e2|PIEL	strong	C.R.C		True	False	False	False	False	False	False	False	סֵרֵב	SILVER	SILVER	SILVER	SILVER	True	LX-9b38478215.PST.3MSG	LX-9b38478215.PST.2MPL	heb_voc:28530|heb:28666|heb_voc:28534|heb:28673	unimorph_heb	False		PST.2MPL	False	10
PR:voc:LX-9b38478215:PST.3MSG>PST.2FPL	LX-9b38478215:PST.3MSG>PST.2FPL	voc	LX-9b38478215	סֵרֵב	PST.3MSG	PST.2FPL	PST,2,PL,FEM	סֵרַבְתֶּן	RT-8ebb3b54e2	סרב	סרב	RG-8ebb3b54e2	3	PIEL	RT-8ebb3b54e2|PIEL	strong	C.R.C		True	False	False	False	False	False	False	False	סֵרֵב	SILVER	SILVER	SILVER	SILVER	True	LX-9b38478215.PST.3MSG	LX-9b38478215.PST.2FPL	heb_voc:28530|heb:28666|heb_voc:28535|heb:28674	unimorph_heb	False		PST.2FPL	False	10
PR:voc:LX-9b38478215:PST.3MSG>PST.3PL	LX-9b38478215:PST.3MSG>PST.3PL	voc	LX-9b38478215	סֵרֵב	PST.3MSG	PST.3PL	PST,3,PL	סֵרְבוּ	RT-8ebb3b54e2	סרב	סרב	RG-8ebb3b54e2	3	PIEL	RT-8ebb3b54e2|PIEL	strong	C.R.C		True	False	False	False	False	False	False	False	סֵרֵב	SILVER	SILVER	SILVER	SILVER	True	LX-9b38478215.PST.3MSG	LX-9b38478215.PST.3PL	heb_voc:28530|heb:28666|heb_voc:28529|heb:28668	unimorph_heb	False		PST.3PL	False	7
PR:unv:LX-9b5ec63a2f:PST.3MSG>PST.1SG	LX-9b5ec63a2f:PST.3MSG>PST.1SG	unv	LX-9b5ec63a2f	התבדח	PST.3MSG	PST.1SG	PST,1,SG	התבדחתי																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.1SG	heb_voc:19603|heb:21369|heb_voc:19608|heb:21380	unimorph_heb	False		PST.1SG	False	7
PR:unv:LX-9b5ec63a2f:PST.3MSG>PST.2MSG	LX-9b5ec63a2f:PST.3MSG>PST.2MSG	unv	LX-9b5ec63a2f	התבדח	PST.3MSG	PST.2MSG	PST,2,SG,MASC	התבדחת																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.2MSG	heb_voc:19603|heb:21369|heb_voc:19611|heb:21378	unimorph_heb	True	LX-9b5ec63a2f:U1	PST.2MSG|PST.2FSG	False	6
PR:unv:LX-9b5ec63a2f:PST.3MSG>PST.2FSG	LX-9b5ec63a2f:PST.3MSG>PST.2FSG	unv	LX-9b5ec63a2f	התבדח	PST.3MSG	PST.2FSG	PST,2,SG,FEM	התבדחת																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.2FSG	heb_voc:19603|heb:21369|heb_voc:19607|heb:21379	unimorph_heb	True	LX-9b5ec63a2f:U1	PST.2MSG|PST.2FSG	False	6
PR:unv:LX-9b5ec63a2f:PST.3MSG>PST.3FSG	LX-9b5ec63a2f:PST.3MSG>PST.3FSG	unv	LX-9b5ec63a2f	התבדח	PST.3MSG	PST.3FSG	PST,3,SG,FEM	התבדחה																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.3FSG	heb_voc:19603|heb:21369|heb_voc:19599|heb:21371	unimorph_heb	False		PST.3FSG	False	6
PR:unv:LX-9b5ec63a2f:PST.3MSG>PST.1PL	LX-9b5ec63a2f:PST.3MSG>PST.1PL	unv	LX-9b5ec63a2f	התבדח	PST.3MSG	PST.1PL	PST,1,PL	התבדחנו																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.1PL	heb_voc:19603|heb:21369|heb_voc:19606|heb:21377	unimorph_heb	False		PST.1PL	False	7
PR:unv:LX-9b5ec63a2f:PST.3MSG>PST.2MPL	LX-9b5ec63a2f:PST.3MSG>PST.2MPL	unv	LX-9b5ec63a2f	התבדח	PST.3MSG	PST.2MPL	PST,2,PL,MASC	התבדחתם																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.2MPL	heb_voc:19603|heb:21369|heb_voc:19609|heb:21381	unimorph_heb	False		PST.2MPL	False	7
PR:unv:LX-9b5ec63a2f:PST.3MSG>PST.2FPL	LX-9b5ec63a2f:PST.3MSG>PST.2FPL	unv	LX-9b5ec63a2f	התבדח	PST.3MSG	PST.2FPL	PST,2,PL,FEM	התבדחתן																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.2FPL	heb_voc:19603|heb:21369|heb_voc:19610|heb:21382	unimorph_heb	False		PST.2FPL	False	7
PR:unv:LX-9b5ec63a2f:PST.3MSG>PST.3PL	LX-9b5ec63a2f:PST.3MSG>PST.3PL	unv	LX-9b5ec63a2f	התבדח	PST.3MSG	PST.3PL	PST,3,PL	התבדחו																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.3PL	heb_voc:19603|heb:21369|heb_voc:19600|heb:21372	unimorph_heb	True	LX-9b5ec63a2f:U3	PST.3PL	False	6
PR:voc:LX-9b5ec63a2f:PST.3MSG>PST.1SG	LX-9b5ec63a2f:PST.3MSG>PST.1SG	voc	LX-9b5ec63a2f	הִתְבַּדֵּחַ	PST.3MSG	PST.1SG	PST,1,SG	הִתְבַּדַּחְתִּי																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.1SG	heb_voc:19603|heb:21369|heb_voc:19608|heb:21380	unimorph_heb	False		PST.1SG	False	16
PR:voc:LX-9b5ec63a2f:PST.3MSG>PST.2MSG	LX-9b5ec63a2f:PST.3MSG>PST.2MSG	voc	LX-9b5ec63a2f	הִתְבַּדֵּחַ	PST.3MSG	PST.2MSG	PST,2,SG,MASC	הִתְבַּדַּחְתָּ																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.2MSG	heb_voc:19603|heb:21369|heb_voc:19611|heb:21378	unimorph_heb	False		PST.2MSG	False	15
PR:voc:LX-9b5ec63a2f:PST.3MSG>PST.2FSG	LX-9b5ec63a2f:PST.3MSG>PST.2FSG	voc	LX-9b5ec63a2f	הִתְבַּדֵּחַ	PST.3MSG	PST.2FSG	PST,2,SG,FEM	הִתְבַּדַּחְתְּ																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.2FSG	heb_voc:19603|heb:21369|heb_voc:19607|heb:21379	unimorph_heb	False		PST.2FSG	False	15
PR:voc:LX-9b5ec63a2f:PST.3MSG>PST.3FSG	LX-9b5ec63a2f:PST.3MSG>PST.3FSG	voc	LX-9b5ec63a2f	הִתְבַּדֵּחַ	PST.3MSG	PST.3FSG	PST,3,SG,FEM	הִתְבַּדְּחָה																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.3FSG	heb_voc:19603|heb:21369|heb_voc:19599|heb:21371	unimorph_heb	False		PST.3FSG	False	13
PR:voc:LX-9b5ec63a2f:PST.3MSG>PST.1PL	LX-9b5ec63a2f:PST.3MSG>PST.1PL	voc	LX-9b5ec63a2f	הִתְבַּדֵּחַ	PST.3MSG	PST.1PL	PST,1,PL	הִתְבַּדַּחְנוּ																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.1PL	heb_voc:19603|heb:21369|heb_voc:19606|heb:21377	unimorph_heb	False		PST.1PL	False	15
PR:voc:LX-9b5ec63a2f:PST.3MSG>PST.2MPL	LX-9b5ec63a2f:PST.3MSG>PST.2MPL	voc	LX-9b5ec63a2f	הִתְבַּדֵּחַ	PST.3MSG	PST.2MPL	PST,2,PL,MASC	הִתְבַּדַּחְתֶּם																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.2MPL	heb_voc:19603|heb:21369|heb_voc:19609|heb:21381	unimorph_heb	False		PST.2MPL	False	16
PR:voc:LX-9b5ec63a2f:PST.3MSG>PST.2FPL	LX-9b5ec63a2f:PST.3MSG>PST.2FPL	voc	LX-9b5ec63a2f	הִתְבַּדֵּחַ	PST.3MSG	PST.2FPL	PST,2,PL,FEM	הִתְבַּדַּחְתֶּן																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.2FPL	heb_voc:19603|heb:21369|heb_voc:19610|heb:21382	unimorph_heb	False		PST.2FPL	False	16
PR:voc:LX-9b5ec63a2f:PST.3MSG>PST.3PL	LX-9b5ec63a2f:PST.3MSG>PST.3PL	voc	LX-9b5ec63a2f	הִתְבַּדֵּחַ	PST.3MSG	PST.3PL	PST,3,PL	הִתְבַּדְּחוּ																			הִתְבַּדֵּחַ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-9b5ec63a2f.PST.3MSG	LX-9b5ec63a2f.PST.3PL	heb_voc:19603|heb:21369|heb_voc:19600|heb:21372	unimorph_heb	True	LX-9b5ec63a2f:V2	PST.3PL	False	13
PR:unv:LX-9c8c65490a:PST.3MSG>PST.1SG	LX-9c8c65490a:PST.3MSG>PST.1SG	unv	LX-9c8c65490a	נסגר	PST.3MSG	PST.1SG	PST,1,SG	נסגרתי	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.1SG	heb_voc:26562|heb:27317|heb_voc:26565|heb:27327	unimorph_heb	False		PST.1SG	False	6
PR:unv:LX-9c8c65490a:PST.3MSG>PST.2MSG	LX-9c8c65490a:PST.3MSG>PST.2MSG	unv	LX-9c8c65490a	נסגר	PST.3MSG	PST.2MSG	PST,2,SG,MASC	נסגרת	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.2MSG	heb_voc:26562|heb:27317|heb_voc:26568|heb:27324	unimorph_heb	True	LX-9c8c65490a:U1	PST.2MSG|PST.2FSG	False	5
PR:unv:LX-9c8c65490a:PST.3MSG>PST.2FSG	LX-9c8c65490a:PST.3MSG>PST.2FSG	unv	LX-9c8c65490a	נסגר	PST.3MSG	PST.2FSG	PST,2,SG,FEM	נסגרת	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.2FSG	heb_voc:26562|heb:27317|heb_voc:26564|heb:27325	unimorph_heb	True	LX-9c8c65490a:U1	PST.2MSG|PST.2FSG	False	5
PR:unv:LX-9c8c65490a:PST.3MSG>PST.3FSG	LX-9c8c65490a:PST.3MSG>PST.3FSG	unv	LX-9c8c65490a	נסגר	PST.3MSG	PST.3FSG	PST,3,SG,FEM	נסגרה	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.3FSG	heb_voc:26562|heb:27317|heb_voc:26559|heb:27319	unimorph_heb	False		PST.3FSG	False	5
PR:unv:LX-9c8c65490a:PST.3MSG>PST.1PL	LX-9c8c65490a:PST.3MSG>PST.1PL	unv	LX-9c8c65490a	נסגר	PST.3MSG	PST.1PL	PST,1,PL	נסגרנו	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.1PL	heb_voc:26562|heb:27317|heb_voc:26563|heb:27323	unimorph_heb	False		PST.1PL	False	6
PR:unv:LX-9c8c65490a:PST.3MSG>PST.2MPL	LX-9c8c65490a:PST.3MSG>PST.2MPL	unv	LX-9c8c65490a	נסגר	PST.3MSG	PST.2MPL	PST,2,PL,MASC	נסגרתם	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.2MPL	heb_voc:26562|heb:27317|heb_voc:26566|heb:27328	unimorph_heb	False		PST.2MPL	False	6
PR:unv:LX-9c8c65490a:PST.3MSG>PST.2FPL	LX-9c8c65490a:PST.3MSG>PST.2FPL	unv	LX-9c8c65490a	נסגר	PST.3MSG	PST.2FPL	PST,2,PL,FEM	נסגרתן	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.2FPL	heb_voc:26562|heb:27317|heb_voc:26567|heb:27329	unimorph_heb	False		PST.2FPL	False	6
PR:unv:LX-9c8c65490a:PST.3MSG>PST.3PL	LX-9c8c65490a:PST.3MSG>PST.3PL	unv	LX-9c8c65490a	נסגר	PST.3MSG	PST.3PL	PST,3,PL	נסגרו	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.3PL	heb_voc:26562|heb:27317|heb_voc:26560|heb:27320	unimorph_heb	False		PST.3PL	False	5
PR:voc:LX-9c8c65490a:PST.3MSG>PST.1SG	LX-9c8c65490a:PST.3MSG>PST.1SG	voc	LX-9c8c65490a	נִסְגַּר	PST.3MSG	PST.1SG	PST,1,SG	נִסְגַּרְתִּי	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.1SG	heb_voc:26562|heb:27317|heb_voc:26565|heb:27327	unimorph_heb	False		PST.1SG	False	13
PR:voc:LX-9c8c65490a:PST.3MSG>PST.2MSG	LX-9c8c65490a:PST.3MSG>PST.2MSG	voc	LX-9c8c65490a	נִסְגַּר	PST.3MSG	PST.2MSG	PST,2,SG,MASC	נִסְגַּרְתָּ	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.2MSG	heb_voc:26562|heb:27317|heb_voc:26568|heb:27324	unimorph_heb	False		PST.2MSG	False	12
PR:voc:LX-9c8c65490a:PST.3MSG>PST.2FSG	LX-9c8c65490a:PST.3MSG>PST.2FSG	voc	LX-9c8c65490a	נִסְגַּר	PST.3MSG	PST.2FSG	PST,2,SG,FEM	נִסְגַּרְתְּ	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.2FSG	heb_voc:26562|heb:27317|heb_voc:26564|heb:27325	unimorph_heb	False		PST.2FSG	False	12
PR:voc:LX-9c8c65490a:PST.3MSG>PST.3FSG	LX-9c8c65490a:PST.3MSG>PST.3FSG	voc	LX-9c8c65490a	נִסְגַּר	PST.3MSG	PST.3FSG	PST,3,SG,FEM	נִסְגְּרָה	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.3FSG	heb_voc:26562|heb:27317|heb_voc:26559|heb:27319	unimorph_heb	False		PST.3FSG	False	10
PR:voc:LX-9c8c65490a:PST.3MSG>PST.1PL	LX-9c8c65490a:PST.3MSG>PST.1PL	voc	LX-9c8c65490a	נִסְגַּר	PST.3MSG	PST.1PL	PST,1,PL	נִסְגַּרְנוּ	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.1PL	heb_voc:26562|heb:27317|heb_voc:26563|heb:27323	unimorph_heb	False		PST.1PL	False	12
PR:voc:LX-9c8c65490a:PST.3MSG>PST.2MPL	LX-9c8c65490a:PST.3MSG>PST.2MPL	voc	LX-9c8c65490a	נִסְגַּר	PST.3MSG	PST.2MPL	PST,2,PL,MASC	נִסְגַּרְתֶּם	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.2MPL	heb_voc:26562|heb:27317|heb_voc:26566|heb:27328	unimorph_heb	False		PST.2MPL	False	13
PR:voc:LX-9c8c65490a:PST.3MSG>PST.2FPL	LX-9c8c65490a:PST.3MSG>PST.2FPL	voc	LX-9c8c65490a	נִסְגַּר	PST.3MSG	PST.2FPL	PST,2,PL,FEM	נִסְגַּרְתֶּן	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.2FPL	heb_voc:26562|heb:27317|heb_voc:26567|heb:27329	unimorph_heb	False		PST.2FPL	False	13
PR:voc:LX-9c8c65490a:PST.3MSG>PST.3PL	LX-9c8c65490a:PST.3MSG>PST.3PL	voc	LX-9c8c65490a	נִסְגַּר	PST.3MSG	PST.3PL	PST,3,PL	נִסְגְּרוּ	RT-23bab882bc	סגר	סגר	RG-23bab882bc	3	NIFAL	RT-23bab882bc|NIFAL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	נִסְגַּר	SILVER	SILVER	SILVER	SILVER	True	LX-9c8c65490a.PST.3MSG	LX-9c8c65490a.PST.3PL	heb_voc:26562|heb:27317|heb_voc:26560|heb:27320	unimorph_heb	False		PST.3PL	False	10
PR:unv:LX-9c9931e2cb:PST.3MSG>PST.1SG	LX-9c9931e2cb:PST.3MSG>PST.1SG	unv	LX-9c9931e2cb	כיתר	PST.3MSG	PST.1SG	PST,1,SG	כיתרתי	RT-a6043b4eca	כתר	כתר	RG-a6043b4eca	3	PIEL	RT-a6043b4eca|PIEL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	כִּתֵּר	GOLD	GOLD	GOLD	GOLD	True	LX-9c9931e2cb.PST.3MSG	LX-9c9931e2cb.PST.1SG	heb_voc:25049|heb:25135|heb_voc:25052|heb:25141	unimorph_heb	False		PST.1SG	False	6
PR:unv:LX-9c9931e2cb:PST.3MSG>PST.2MSG	LX-9c9931e2cb:PST.3MSG>PST.2MSG	unv	LX-9c9931e2cb	כיתר	PST.3MSG	PST.2MSG	PST,2,SG,MASC	כיתרת	RT-a6043b4eca	כתר	כתר	RG-a6043b4eca	3	PIEL	RT-a6043b4eca|PIEL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	כִּתֵּר	GOLD	GOLD	GOLD	GOLD	True	LX-9c9931e2cb.PST.3MSG	LX-9c9931e2cb.PST.2MSG	heb_voc:25049|heb:25135|heb_voc:25055|heb:25139	unimorph_heb	True	LX-9c9931e2cb:U1	PST.2MSG|PST.2FSG	False	5
PR:unv:LX-9c9931e2cb:PST.3MSG>PST.2FSG	LX-9c9931e2cb:PST.3MSG>PST.2FSG	unv	LX-9c9931e2cb	כיתר	PST.3MSG	PST.2FSG	PST,2,SG,FEM	כיתרת	RT-a6043b4eca	כתר	כתר	RG-a6043b4eca	3	PIEL	RT-a6043b4eca|PIEL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	כִּתֵּר	GOLD	GOLD	GOLD	GOLD	True	LX-9c9931e2cb.PST.3MSG	LX-9c9931e2cb.PST.2FSG	heb_voc:25049|heb:25135|heb_voc:25051|heb:25140	unimorph_heb	True	LX-9c9931e2cb:U1	PST.2MSG|PST.2FSG	False	5
PR:unv:LX-9c9931e2cb:PST.3MSG>PST.3FSG	LX-9c9931e2cb:PST.3MSG>PST.3FSG	unv	LX-9c9931e2cb	כיתר	PST.3MSG	PST.3FSG	PST,3,SG,FEM	כיתרה	RT-a6043b4eca	כתר	כתר	RG-a6043b4eca	3	PIEL	RT-a6043b4eca|PIEL	strong	C.C.R	SHLEMIM	True	False	False	False	False	False	False	False	כִּתֵּר	GOLD	GOLD	GOLD	GOLD	True	LX-9c9931e2cb.PST.3MSG	LX-9c9931e2cb.PST.3FSG	heb_voc:25049|heb:25135|heb_voc:25047|heb:25136	unimorph_heb	False		PST.3FSG	False	5
